model,target_fps,optimization_mode,n_validation_recordings,mean_F1,median_F1,std_F1,mean_precision,mean_recall,mean_median_abs_timing_error_sec,median_median_abs_timing_error_sec,mean_signed_timing_error_sec,mean_timing_weighted_recall,median_timing_weighted_recall,smoothing_window_sec,derivative_weight,amplitude_weight,event_score_threshold,baseline_min_event_distance_sec,ar_model,method,optimize_b,optimize_pars,oasis_threshold_z,oasis_min_event_distance_sec,mlspike_use_autocalibration,mlspike_a,mlspike_tau,mlspike_sigma,mlspike_saturation,mlspike_drift_parameter,mlspike_amin,mlspike_amax,mlspike_taumin,mlspike_taumax
SimpleBaseline,100,burst_onsets,14,0.359088547553857,0.305896805896806,0.116417417915312,0.415680263986827,0.381876889194763,0.0428570269300253,0.0400001429356304,0.0103540450233269,0.222376437806017,0.201864907413278,0.1,0.5,0.5,1.3,0.15,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.300462120027915,0.255475420823704,0.125359532068131,0.329009043079199,0.375998451694505,0.0467856275548072,0.0449998004179567,-0.00530315302230824,0.204034875253375,0.198590265944014,0.1,0.5,0.5,1.4,0.03,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.324465855220593,0.277200858576698,0.115968408445138,0.36496183978673,0.373325660620047,0.044285620573355,0.0400003790762141,-0.000436066810331524,0.209769655630998,0.195311575447341,0.1,0.5,0.5,1.4,0.05,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.341352564604561,0.297844611528822,0.11170289779834,0.402225294800617,0.362888112038077,0.0414284584732442,0.0399999167898705,0.00648064781133159,0.212634962631593,0.19831705570488,0.1,0.5,0.5,1.4,0.08,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.342976473224612,0.298007662835249,0.111783279927608,0.40654731989264,0.361972991719113,0.0407141818959254,0.0399999167898705,0.00722965866825399,0.213980385307004,0.195163829380087,0.1,0.5,0.5,1.4,0.1,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.341673095224469,0.28759746693663,0.113227567867133,0.428908716594002,0.340526762822285,0.0417856009208366,0.0399999603470501,0.0115466039409765,0.201365657501253,0.181626275886044,0.1,0.5,0.5,1.4,0.15,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.257189260926678,0.246101890777231,0.141648158856274,0.16310985547585,0.888449368283514,0.054285637918719,0.0499999504338126,-0.0266783168268895,0.421002992098149,0.450269280006489,0.1,0.6,0.4,0.4,0.03,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.288544851461429,0.276572488489947,0.142997663059634,0.186045895420044,0.882666526074839,0.0449999059504464,0.0449998004179567,-0.018686107735859,0.463368241293355,0.459664463107561,0.1,0.6,0.4,0.4,0.05,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.322653347804298,0.295011666771773,0.145587193489523,0.214417458854805,0.862715854023421,0.0414284764638362,0.0400001429356304,-0.00680623593480585,0.490142280988681,0.490307032878418,0.1,0.6,0.4,0.4,0.08,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.324893560958334,0.300140401426903,0.145784556678483,0.216509575528967,0.859090117268132,0.0410713290216409,0.0399999976875287,-0.00510070983245325,0.492055704180683,0.488654135893741,0.1,0.6,0.4,0.4,0.1,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
